fixed.Estimate,fixed.Est.Error,fixed.l.95..CI,fixed.u.95..CI,fixed.Eff.Sample,fixed.Rhat,Metric,Term,run
-0.108773816,0.405255824,-0.849172084,0.686131625,3396.573827,1.003049042,Losses,Temp change,73
-0.030566526,0.00568029,-0.04181268,-0.019615512,17794.60513,0.999856375,Losses,Average Temp,73
0.147534662,0.105106285,-0.056138825,0.356885937,26168.90656,0.999812814,Losses,Interaction,73
-0.166744943,0.229111112,-0.667019793,0.255127741,5108.381315,1.00013782,Losses,Temp change,74
-0.017196664,0.00505176,-0.027696276,-0.007879179,8558.657541,1.000127373,Losses,Average Temp,74
-0.09268236,0.09924449,-0.288791917,0.101333926,21642.75997,0.999893915,Losses,Interaction,74
-0.295228718,0.384476448,-1.008834608,0.300211359,1241.00192,1.004920742,Losses,Temp change,75
-0.028999459,0.005500758,-0.039953107,-0.018187916,15759.11937,1.000002478,Losses,Average Temp,75
0.093239233,0.094025931,-0.091706774,0.279249819,20906.92463,0.999829597,Losses,Interaction,75
-0.115482879,0.231607945,-0.626437792,0.254071385,5387.805704,1.000866954,Losses,Temp change,76
-0.025962133,0.004840687,-0.035390534,-0.016369974,20934.29922,0.999964984,Losses,Average Temp,76
-0.043907682,0.089003986,-0.219020343,0.131322769,23051.11176,0.999844753,Losses,Interaction,76
-0.070310272,0.420590125,-0.94181319,0.729017071,5358.622845,1.000176057,Losses,Temp change,77
-0.017893618,0.005327436,-0.028734187,-0.007823635,9111.528883,1.000401478,Losses,Average Temp,77
0.089460231,0.097452966,-0.102445623,0.281535542,24747.21449,1.000080263,Losses,Interaction,77
-0.112496456,0.142970761,-0.421604002,0.136529009,3673.896998,1.000060839,Losses,Temp change,78
-0.013505949,0.004258483,-0.022276353,-0.005665953,9442.671764,0.999904154,Losses,Average Temp,78
0.039597859,0.083707649,-0.125534563,0.20556903,19177.03,0.999934859,Losses,Interaction,78
0.025595287,0.322390704,-0.658917842,0.680122341,4808.725874,1.000348653,Losses,Temp change,79
-0.01738524,0.005518936,-0.028218214,-0.006678182,10107.26208,1.000307135,Losses,Average Temp,79
-0.037546588,0.103874952,-0.244350515,0.166341057,17876.79671,0.999817263,Losses,Interaction,79
-0.234464468,0.371625578,-0.999095546,0.462326492,3486.629932,1.001172301,Losses,Temp change,80
-0.023446569,0.00624924,-0.035827775,-0.011193314,14888.78932,0.999949606,Losses,Average Temp,80
-0.030343051,0.117198393,-0.261695521,0.20131797,17904.55754,1.000145557,Losses,Interaction,80
-0.142642309,0.199136717,-0.56295728,0.249382153,5754.552554,1.00101888,Losses,Temp change,81
-0.019683371,0.00507591,-0.029652139,-0.009858019,14676.02035,1.000123471,Losses,Average Temp,81
0.047120736,0.0955492,-0.138436345,0.232551212,24437.48186,0.999948235,Losses,Interaction,81
0.066769963,0.236742445,-0.348418694,0.559437807,4466.067578,1.000616133,Losses,Temp change,82
-0.012881976,0.005315591,-0.023308068,-0.002471993,15575.22967,0.999958889,Losses,Average Temp,82
-0.100653501,0.094026153,-0.283134459,0.08217021,27507.66047,0.999892467,Losses,Interaction,82
-0.062620998,0.271453667,-0.683908167,0.393653169,4128.41727,1.000290991,Losses,Temp change,83
-0.024520911,0.00508987,-0.034680452,-0.014610694,15974.93219,1.000445977,Losses,Average Temp,83
-0.129687442,0.089256912,-0.304708683,0.047489806,18212.16449,0.99994152,Losses,Interaction,83
-0.251432714,0.320067465,-0.948978562,0.35381199,6088.269463,1.000160274,Losses,Temp change,84
-0.015688207,0.004768404,-0.025055269,-0.006491934,12608.20784,1.000576816,Losses,Average Temp,84
-0.224562064,0.082987893,-0.387946782,-0.061118935,20477.91038,1.000108097,Losses,Interaction,84
-0.348278165,0.457817945,-1.254098739,0.436480576,2579.753179,1.001477748,Losses,Temp change,85
-0.020432823,0.004949593,-0.030063842,-0.010697073,15611.71136,0.999986739,Losses,Average Temp,85
0.1570123,0.088653632,-0.016330287,0.331074762,17595.36035,0.999949853,Losses,Interaction,85
-0.173717567,0.221430004,-0.637906901,0.223625366,3787.386513,1.000416288,Losses,Temp change,86
-0.012436232,0.005086555,-0.022371629,-0.002435789,14363.17955,1.000141982,Losses,Average Temp,86
-0.216507499,0.098917481,-0.408921418,-0.021568621,22661.29816,0.999787988,Losses,Interaction,86
-0.150010213,0.507526462,-0.996937942,0.48230456,647.21397,1.006382467,Losses,Temp change,87
-0.028984103,0.005725858,-0.040459416,-0.017871331,16749.76314,1.000021879,Losses,Average Temp,87
-0.060006489,0.104581274,-0.262806849,0.147951395,18464.82693,1.000066539,Losses,Interaction,87
-0.089872587,0.421408596,-0.751338536,0.514379491,569.689079,1.003730839,Losses,Temp change,88
-0.009783043,0.004763177,-0.019078113,-0.000374473,20105.69874,0.999999843,Losses,Average Temp,88
-0.122454097,0.081730868,-0.280557205,0.039329439,24699.05913,0.99980439,Losses,Interaction,88
-0.095841394,0.288408282,-0.626518034,0.399903587,3039.376147,1.000356413,Losses,Temp change,89
-0.015777925,0.005186582,-0.026032913,-0.005673301,13252.18157,1.000002273,Losses,Average Temp,89
-0.063298521,0.0975885,-0.254070429,0.128795124,19549.8184,0.999941319,Losses,Interaction,89
-0.088653301,0.244702763,-0.562690757,0.378976192,5189.017436,1.00046795,Losses,Temp change,90
-0.025658967,0.005462324,-0.03645813,-0.014851145,16896.86749,0.999812903,Losses,Average Temp,90
0.092606492,0.101421909,-0.107090683,0.292602731,24171.79041,1.000137574,Losses,Interaction,90
-0.191716782,0.254874653,-0.755651113,0.236547165,3482.655197,1.000791958,Losses,Temp change,91
-0.008579279,0.0052135,-0.019109625,0.001434215,13356.06272,1.000188916,Losses,Average Temp,91
-0.206929019,0.104611816,-0.413905206,-0.005494238,22298.18439,0.999885211,Losses,Interaction,91
0.007607538,0.391349256,-0.775148802,0.819579921,6144.267475,1.00021046,Losses,Temp change,92
-0.014954461,0.005176906,-0.025132679,-0.004787026,21087.83753,1.000128875,Losses,Average Temp,92
